,used_tokens,used_resume_bullet_gen,prompted_payment,used_resume_builder,industry,career_status,job_time,resume_experience,Days
8463,4.0,1.0,1.0,1.0,12,0,1,1,59
24666,0.0,0.0,1.0,1.0,0,0,1,0,27
3600,38.0,1.0,1.0,1.0,2,0,1,2,75
20509,0.0,0.0,1.0,1.0,0,0,0,1,28
9079,0.0,1.0,1.0,1.0,1,0,0,1,59
6809,0.0,0.0,1.0,1.0,1,1,0,0,60
22647,0.0,0.0,1.0,0.0,1,0,3,0,28
2404,0.0,1.0,0.0,0.0,0,0,1,1,118
9900,0.0,0.0,1.0,1.0,0,0,0,1,59
7614,0.0,0.0,1.0,0.0,0,2,1,1,60
16384,7.0,1.0,1.0,1.0,2,0,0,0,47
23140,0.0,1.0,1.0,0.0,4,1,2,0,28
13249,15.0,1.0,1.0,1.0,0,0,0,0,54
35662,3.0,1.0,1.0,0.0,0,1,3,2,13
12080,0.0,0.0,1.0,1.0,0,1,0,0,57
18269,15.0,1.0,1.0,1.0,0,2,1,0,33
10398,0.0,0.0,1.0,1.0,0,2,2,0,59
35045,1.0,1.0,1.0,1.0,3,2,0,1,14
25954,1.0,1.0,1.0,1.0,0,1,1,0,25
29856,8.0,1.0,1.0,1.0,0,2,2,0,20
12383,0.0,0.0,1.0,1.0,3,2,1,1,56
26857,4.0,1.0,1.0,1.0,0,2,2,0,24
27628,5.0,1.0,1.0,1.0,1,2,0,0,22
3531,3.0,1.0,1.0,1.0,0,0,0,0,75
27466,4.0,1.0,1.0,1.0,0,0,3,1,22
31975,0.0,0.0,1.0,1.0,0,0,3,0,18
8409,2.0,1.0,1.0,1.0,0,1,0,1,59
32416,20.0,0.0,1.0,1.0,11,2,3,2,17
10342,0.0,0.0,1.0,0.0,1,0,1,1,59
1692,0.0,1.0,0.0,0.0,7,0,0,1,119
7830,0.0,0.0,1.0,0.0,1,2,1,1,60
6579,0.0,0.0,1.0,0.0,0,1,0,0,60
17322,2.0,1.0,1.0,1.0,0,0,1,1,41
35831,9.0,1.0,1.0,1.0,2,0,0,2,13
17669,8.0,1.0,1.0,1.0,2,0,1,2,40
5084,0.0,0.0,1.0,0.0,4,0,0,0,60
11534,0.0,0.0,1.0,1.0,0,0,2,0,57
27873,2.0,1.0,1.0,0.0,1,2,0,1,22
30363,25.0,1.0,1.0,1.0,4,0,0,2,19
7228,0.0,0.0,1.0,0.0,0,0,1,2,60
35942,6.0,1.0,1.0,1.0,10,0,0,1,13
26136,0.0,0.0,1.0,1.0,0,0,1,1,25
13391,0.0,0.0,1.0,0.0,0,1,0,2,54
13819,0.0,0.0,1.0,0.0,0,1,3,2,53
2888,0.0,1.0,0.0,0.0,13,1,1,2,115
21680,4.0,1.0,1.0,1.0,2,0,0,0,28
3678,0.0,0.0,1.0,0.0,1,1,0,2,75
26466,20.0,1.0,1.0,1.0,1,0,1,0,24
31290,10.0,1.0,1.0,1.0,0,0,0,0,19
10947,0.0,0.0,1.0,0.0,3,0,0,0,58
24024,0.0,1.0,1.0,0.0,0,0,1,0,27
29717,5.0,1.0,1.0,0.0,0,0,0,0,20
21275,0.0,0.0,1.0,1.0,3,2,3,1,28
29211,1.0,1.0,1.0,1.0,1,2,1,1,20
22162,0.0,1.0,1.0,0.0,14,0,3,1,28
5136,5.0,1.0,1.0,1.0,12,0,0,0,60
14834,0.0,0.0,1.0,0.0,0,0,0,0,52
21122,2.0,1.0,1.0,1.0,1,0,1,0,28
18766,0.0,0.0,1.0,1.0,1,0,1,1,29
8922,0.0,1.0,1.0,1.0,0,0,1,2,59
1626,0.0,1.0,1.0,1.0,7,0,0,1,119
14248,0.0,0.0,1.0,1.0,0,0,0,0,53
22747,0.0,1.0,1.0,1.0,1,0,0,1,28
25431,10.0,1.0,1.0,1.0,8,0,1,0,26
12489,0.0,0.0,1.0,1.0,0,1,0,0,56
16361,0.0,0.0,1.0,1.0,1,0,1,2,47
7847,1.0,1.0,1.0,1.0,10,2,0,0,60
29247,0.0,0.0,1.0,0.0,10,0,0,0,20
10378,0.0,0.0,1.0,1.0,0,1,0,1,59
10305,3.0,1.0,1.0,1.0,8,0,2,0,59
17089,0.0,0.0,1.0,1.0,1,0,0,1,43
24323,10.0,1.0,1.0,1.0,1,0,0,1,27
34563,0.0,1.0,1.0,1.0,12,2,1,1,14
1700,0.0,1.0,0.0,0.0,0,0,0,2,119
17438,0.0,0.0,1.0,0.0,5,0,0,2,41
5112,8.0,1.0,1.0,1.0,0,0,1,0,60
9008,0.0,0.0,1.0,0.0,0,1,0,1,59
24067,14.0,1.0,1.0,0.0,0,2,0,2,27
1606,0.0,1.0,0.0,0.0,1,0,2,2,119
9237,0.0,0.0,1.0,1.0,1,1,3,0,59
13810,0.0,0.0,1.0,0.0,4,0,0,0,53
15132,0.0,0.0,1.0,1.0,0,0,0,0,51
34590,0.0,0.0,1.0,1.0,0,0,0,0,14
10231,5.0,1.0,1.0,1.0,0,0,0,0,59
7634,0.0,0.0,1.0,0.0,0,1,0,1,60
4992,0.0,0.0,1.0,1.0,0,1,0,2,61
27780,11.0,1.0,1.0,1.0,1,2,0,1,22
17881,2.0,1.0,1.0,1.0,3,0,0,0,37
28348,0.0,0.0,1.0,1.0,0,0,1,0,21
7798,0.0,0.0,1.0,0.0,2,1,2,1,60
22068,0.0,1.0,1.0,1.0,1,2,1,1,28
33898,6.0,1.0,1.0,1.0,0,0,0,0,15
11908,20.0,1.0,1.0,1.0,0,0,0,1,57
5845,0.0,0.0,1.0,1.0,0,2,2,1,60
35042,0.0,0.0,1.0,1.0,15,0,1,0,14
36060,0.0,1.0,1.0,1.0,1,0,0,2,13
27259,0.0,0.0,1.0,1.0,0,0,0,1,23
12692,0.0,1.0,1.0,1.0,2,0,1,1,56
25189,0.0,1.0,1.0,1.0,0,0,3,0,26
24286,6.0,1.0,1.0,1.0,0,0,0,0,27
4335,2.0,1.0,1.0,1.0,0,2,0,1,74
18887,1.0,1.0,1.0,0.0,1,2,0,0,29
9716,0.0,0.0,1.0,1.0,1,2,0,0,59
30154,0.0,1.0,1.0,1.0,0,1,2,0,19
27056,5.0,1.0,1.0,1.0,0,2,0,1,23
34865,17.0,1.0,1.0,1.0,7,0,1,0,14
14086,0.0,0.0,1.0,0.0,3,0,1,0,53
28577,0.0,1.0,1.0,1.0,4,0,1,0,21
7566,0.0,1.0,1.0,0.0,5,0,1,2,60
14397,0.0,0.0,1.0,0.0,1,2,0,1,52
26740,0.0,0.0,1.0,1.0,4,0,1,0,24
7170,0.0,1.0,1.0,1.0,8,0,1,0,60
24096,0.0,1.0,1.0,0.0,2,0,2,2,27
20294,0.0,0.0,1.0,1.0,13,1,0,0,29
4448,2.0,1.0,1.0,1.0,0,0,1,1,73
5916,0.0,0.0,1.0,0.0,0,1,2,0,60
9428,0.0,0.0,1.0,0.0,1,0,1,0,59
19041,9.0,1.0,1.0,1.0,3,1,0,1,29
6613,0.0,0.0,1.0,0.0,0,0,3,2,60
28030,14.0,0.0,1.0,1.0,0,0,0,0,22
18337,20.0,1.0,1.0,1.0,1,2,0,0,31
34712,3.0,1.0,1.0,1.0,0,0,1,0,14
11309,0.0,0.0,1.0,1.0,2,2,1,1,58
29441,0.0,0.0,1.0,0.0,0,1,0,1,20
19369,0.0,0.0,1.0,1.0,5,2,3,1,29
1620,0.0,1.0,0.0,0.0,0,2,2,1,119
35522,4.0,1.0,1.0,1.0,5,0,1,1,13
15456,0.0,0.0,1.0,1.0,1,0,1,0,50
25292,1.0,1.0,1.0,1.0,0,0,2,0,26
2893,0.0,1.0,0.0,0.0,0,0,1,1,115
23459,9.0,1.0,1.0,1.0,0,2,0,1,27
18823,3.0,1.0,1.0,1.0,1,0,0,0,29
23676,7.0,1.0,1.0,1.0,2,2,0,1,27
30983,1.0,1.0,1.0,1.0,7,2,0,0,19
32685,0.0,0.0,1.0,1.0,0,0,0,2,17
15470,0.0,0.0,1.0,1.0,0,0,1,0,50
28713,0.0,0.0,1.0,1.0,4,0,0,0,21
28004,0.0,1.0,1.0,1.0,0,2,0,1,22
28403,0.0,0.0,1.0,1.0,2,0,0,2,21
22287,6.0,1.0,1.0,1.0,4,0,3,1,28
34820,13.0,0.0,1.0,1.0,0,2,0,1,14
10134,0.0,0.0,1.0,0.0,14,0,3,1,59
16613,0.0,1.0,1.0,1.0,1,0,0,2,47
13953,3.0,1.0,1.0,1.0,0,2,1,2,53
31195,0.0,1.0,1.0,1.0,12,0,2,0,19
35690,7.0,1.0,1.0,1.0,0,2,0,1,13
19630,1.0,1.0,1.0,0.0,1,1,3,2,29
27087,4.0,0.0,1.0,1.0,0,2,0,1,23
579,0.0,1.0,0.0,0.0,1,0,2,1,133
8774,34.0,1.0,1.0,1.0,0,1,1,0,59
33054,1.0,1.0,1.0,1.0,0,1,1,1,16
957,0.0,1.0,0.0,0.0,1,2,2,0,119
5722,0.0,1.0,1.0,0.0,1,0,1,1,60
3181,0.0,1.0,0.0,0.0,3,2,1,0,111
28423,15.0,1.0,1.0,1.0,0,0,0,0,21
8969,0.0,0.0,1.0,0.0,3,0,2,1,59
27190,1.0,1.0,1.0,1.0,1,0,2,0,23
22266,5.0,1.0,1.0,1.0,10,1,3,1,28
18221,0.0,1.0,1.0,1.0,1,2,0,0,33
25658,20.0,1.0,1.0,1.0,10,2,0,1,26
10812,11.0,1.0,1.0,0.0,2,0,0,1,58
22425,0.0,0.0,1.0,1.0,1,0,1,2,28
2138,0.0,1.0,0.0,0.0,8,1,2,0,118
10867,0.0,0.0,1.0,0.0,0,1,2,2,58
27659,5.0,1.0,1.0,1.0,0,1,0,2,22
21892,1.0,1.0,1.0,1.0,1,0,0,0,28
9066,0.0,0.0,1.0,1.0,0,0,3,0,59
34412,1.0,0.0,1.0,1.0,2,0,1,3,15
19674,0.0,0.0,1.0,0.0,0,0,2,2,29
8798,0.0,0.0,1.0,1.0,1,0,0,0,59
28483,0.0,0.0,1.0,1.0,13,2,1,0,21
21389,0.0,1.0,1.0,1.0,0,0,0,1,28
17498,11.0,0.0,1.0,1.0,0,0,1,0,41
22770,0.0,0.0,1.0,1.0,0,1,1,3,28
21110,0.0,0.0,1.0,1.0,0,0,0,1,28
33091,7.0,1.0,1.0,1.0,3,0,1,0,16
10706,17.0,1.0,1.0,1.0,12,0,3,2,59
24937,0.0,0.0,1.0,0.0,0,0,1,2,26
2708,1.0,1.0,1.0,1.0,1,2,0,2,117
35044,0.0,0.0,1.0,1.0,2,1,0,1,14
18391,0.0,0.0,1.0,1.0,7,0,3,0,30
1549,0.0,0.0,0.0,0.0,0,0,2,0,119
16676,0.0,0.0,1.0,0.0,8,2,2,0,46
7160,9.0,1.0,1.0,1.0,0,0,2,1,60
26725,17.0,0.0,1.0,1.0,1,0,2,1,24
23431,2.0,1.0,1.0,1.0,2,1,1,2,27
28746,0.0,0.0,1.0,1.0,0,0,1,0,21
7750,0.0,1.0,1.0,1.0,0,0,0,1,60
35118,1.0,1.0,1.0,0.0,0,2,2,1,14
18986,2.0,1.0,1.0,1.0,0,0,0,1,29
23649,0.0,0.0,0.0,0.0,10,1,1,2,27
12732,0.0,0.0,1.0,0.0,10,1,2,0,56
26987,0.0,0.0,1.0,1.0,0,0,3,1,23
34906,1.0,0.0,1.0,1.0,2,2,0,1,14
20678,0.0,1.0,1.0,1.0,5,0,1,0,28
32631,0.0,0.0,1.0,1.0,0,0,1,2,17
18280,4.0,1.0,1.0,1.0,10,1,1,0,32
25646,11.0,1.0,1.0,1.0,12,2,0,2,26
2989,0.0,1.0,0.0,0.0,4,0,0,0,112
24129,11.0,1.0,1.0,0.0,0,0,1,0,27
6433,0.0,0.0,1.0,1.0,1,2,0,1,60
3810,0.0,0.0,1.0,0.0,0,1,3,0,75
28358,11.0,1.0,1.0,1.0,3,2,2,0,21
25894,0.0,1.0,1.0,1.0,0,0,1,1,25
20062,0.0,0.0,1.0,1.0,0,1,0,0,29
5763,16.0,1.0,1.0,1.0,1,2,0,1,60
31863,11.0,0.0,1.0,1.0,1,0,0,0,18
9078,0.0,1.0,1.0,1.0,1,0,1,0,59
31865,5.0,1.0,1.0,1.0,0,2,0,1,18
18281,0.0,0.0,1.0,0.0,8,0,3,1,32
18853,11.0,1.0,1.0,1.0,0,0,0,0,29
25226,20.0,1.0,1.0,1.0,2,1,0,1,26
15460,0.0,0.0,1.0,0.0,0,2,2,0,50
34954,6.0,0.0,1.0,1.0,1,2,0,1,14
22220,10.0,1.0,1.0,1.0,0,0,1,0,28
31842,0.0,0.0,1.0,1.0,1,0,1,0,18
31308,1.0,0.0,1.0,1.0,0,2,1,1,19
31375,0.0,1.0,1.0,1.0,0,0,0,0,18
17898,0.0,1.0,1.0,1.0,0,1,0,1,37
4249,0.0,0.0,1.0,0.0,0,0,0,2,74
7699,16.0,1.0,1.0,1.0,7,0,2,2,60
11356,0.0,1.0,1.0,1.0,0,1,0,2,58
30711,4.0,0.0,1.0,1.0,0,1,3,2,19
20875,8.0,1.0,1.0,1.0,0,0,0,1,28
15211,0.0,0.0,1.0,1.0,4,0,0,0,51
865,0.0,1.0,0.0,0.0,0,2,1,0,126
25227,0.0,1.0,1.0,1.0,6,0,0,2,26
24130,1.0,1.0,1.0,1.0,4,0,1,0,27
25895,1.0,1.0,1.0,1.0,2,0,0,0,25
9031,0.0,0.0,1.0,1.0,0,0,0,3,59
4430,0.0,1.0,1.0,1.0,1,2,2,0,73
7903,0.0,0.0,1.0,1.0,8,0,3,1,60
34237,2.0,1.0,1.0,0.0,0,2,2,0,15
14706,0.0,0.0,1.0,1.0,0,1,0,0,52
33910,8.0,0.0,1.0,1.0,0,2,0,0,15
17380,0.0,0.0,1.0,1.0,0,2,3,1,41
35100,18.0,1.0,1.0,1.0,8,0,1,0,14
1395,0.0,1.0,0.0,0.0,0,1,3,3,119
12868,9.0,1.0,1.0,1.0,0,1,0,0,55
20029,19.0,1.0,1.0,1.0,0,1,0,0,29
18559,0.0,0.0,1.0,1.0,0,0,0,1,29
32080,1.0,1.0,1.0,1.0,1,1,0,2,18
26659,4.0,1.0,1.0,1.0,1,0,1,0,24
21206,0.0,1.0,1.0,1.0,13,1,1,3,28
10710,3.0,1.0,1.0,1.0,3,0,3,0,59
11087,0.0,0.0,1.0,1.0,12,2,1,1,58
34962,0.0,0.0,1.0,1.0,3,0,0,0,14
28190,0.0,0.0,1.0,1.0,1,0,0,0,22
20590,0.0,0.0,1.0,1.0,3,2,0,0,28
7642,0.0,0.0,1.0,1.0,1,2,3,1,60
21059,4.0,1.0,1.0,1.0,0,0,0,1,28
9419,0.0,0.0,1.0,1.0,15,1,2,0,59
19106,2.0,1.0,1.0,1.0,0,0,0,1,29
29161,4.0,1.0,1.0,0.0,5,1,1,1,21
13608,0.0,1.0,1.0,1.0,13,0,0,0,53
20567,2.0,1.0,1.0,1.0,5,1,0,2,28
21215,4.0,1.0,1.0,1.0,0,1,0,2,28
32783,0.0,1.0,1.0,1.0,14,2,2,1,17
8398,0.0,0.0,1.0,1.0,0,0,2,0,59
1052,20.0,1.0,1.0,1.0,11,0,0,0,119
32699,13.0,0.0,1.0,1.0,0,1,0,0,17
10389,0.0,1.0,1.0,1.0,2,0,0,2,59
19736,8.0,1.0,1.0,1.0,2,0,1,0,29
25063,9.0,1.0,1.0,1.0,1,2,0,0,26
19141,1.0,0.0,1.0,1.0,1,1,0,2,29
30048,10.0,0.0,1.0,1.0,0,1,0,2,20
11979,1.0,1.0,1.0,1.0,1,0,1,0,57
6966,0.0,0.0,1.0,1.0,1,0,2,0,60
32613,0.0,0.0,1.0,1.0,1,1,3,2,17
33735,0.0,1.0,1.0,1.0,0,0,1,1,15
12666,11.0,1.0,1.0,1.0,2,0,0,0,56
32796,0.0,0.0,1.0,1.0,0,0,0,0,17
35984,1.0,0.0,1.0,1.0,0,0,3,0,13
3048,6.0,1.0,1.0,1.0,2,0,0,2,112
14811,1.0,0.0,1.0,1.0,1,0,1,0,52
33058,2.0,1.0,1.0,1.0,1,2,0,0,16
32824,0.0,0.0,1.0,0.0,7,0,0,0,17
14188,0.0,0.0,1.0,0.0,13,0,2,1,53
30961,10.0,1.0,1.0,1.0,1,0,0,0,19
31466,3.0,1.0,1.0,1.0,0,2,0,0,18
11201,0.0,0.0,1.0,1.0,0,0,0,0,58
35612,0.0,0.0,1.0,1.0,1,0,1,0,13
16992,8.0,1.0,1.0,1.0,1,2,0,0,44
28100,0.0,1.0,1.0,1.0,1,0,0,2,22
3533,5.0,1.0,1.0,1.0,1,2,0,1,75
26386,47.0,0.0,1.0,1.0,3,0,0,0,25
14498,0.0,0.0,1.0,1.0,0,0,1,1,52
16703,16.0,1.0,1.0,1.0,0,2,0,1,46
13907,0.0,0.0,1.0,0.0,0,1,0,0,53
1410,0.0,0.0,0.0,0.0,14,2,1,0,119
14503,0.0,0.0,1.0,0.0,2,1,1,2,52
15129,0.0,0.0,1.0,1.0,1,0,1,0,51
19007,0.0,0.0,1.0,1.0,14,0,3,0,29
12850,0.0,0.0,1.0,1.0,1,2,0,0,55
12532,0.0,0.0,1.0,1.0,5,1,0,1,56
11891,0.0,0.0,1.0,1.0,0,0,2,2,57
17301,0.0,1.0,1.0,1.0,2,0,2,1,41
20038,16.0,0.0,1.0,1.0,0,0,0,1,29
12305,0.0,0.0,1.0,1.0,12,0,0,1,56
4497,0.0,0.0,1.0,0.0,4,0,0,0,72
33276,0.0,1.0,1.0,1.0,3,1,0,1,16
1699,0.0,0.0,0.0,0.0,10,1,1,0,119
3217,0.0,1.0,1.0,1.0,7,0,0,0,110
23314,1.0,1.0,1.0,1.0,3,0,0,1,27
25011,10.0,1.0,1.0,1.0,0,0,1,1,26
32632,0.0,0.0,1.0,0.0,0,0,3,1,17
3506,0.0,0.0,1.0,1.0,0,1,2,3,78
32695,10.0,1.0,1.0,1.0,8,1,3,3,17
2156,10.0,1.0,1.0,1.0,1,0,1,0,118
4667,0.0,0.0,1.0,1.0,0,2,0,1,69
7675,0.0,1.0,1.0,1.0,6,2,0,0,60
4064,0.0,0.0,1.0,0.0,1,0,0,2,74
3439,0.0,1.0,0.0,0.0,0,1,3,2,90
31316,6.0,1.0,1.0,1.0,0,2,1,2,19
23073,3.0,0.0,1.0,1.0,0,2,1,1,28
1822,0.0,1.0,0.0,0.0,6,2,0,0,119
31696,13.0,0.0,1.0,1.0,0,0,1,1,18
30317,15.0,1.0,1.0,1.0,2,0,0,0,19
8596,0.0,0.0,1.0,1.0,1,0,2,0,59
17982,0.0,0.0,1.0,1.0,0,0,1,0,36
27727,2.0,1.0,1.0,1.0,0,2,0,1,22
35469,3.0,1.0,1.0,1.0,5,0,0,2,14
28375,7.0,1.0,1.0,1.0,10,1,0,2,21
8159,0.0,1.0,1.0,1.0,12,0,1,1,60
4318,7.0,1.0,1.0,1.0,1,2,0,1,74
10639,0.0,0.0,1.0,1.0,0,1,2,1,59
22717,0.0,1.0,1.0,1.0,8,0,0,0,28
18688,5.0,1.0,1.0,1.0,15,0,0,0,29
7320,7.0,1.0,1.0,1.0,12,2,2,1,60
22825,6.0,1.0,1.0,1.0,0,1,1,0,28
16336,0.0,1.0,1.0,1.0,12,2,1,1,47
14242,0.0,0.0,1.0,1.0,0,1,3,0,53
30853,0.0,0.0,1.0,0.0,0,1,0,2,19
31498,0.0,1.0,1.0,1.0,0,0,2,0,18
11805,12.0,1.0,1.0,1.0,10,0,0,1,57
25468,1.0,1.0,1.0,0.0,1,0,0,0,26
7636,0.0,1.0,1.0,1.0,1,2,3,1,60
6703,0.0,0.0,1.0,1.0,10,1,3,0,60
5510,0.0,0.0,1.0,1.0,3,0,2,0,60
29898,6.0,0.0,1.0,1.0,0,0,1,0,20
26774,0.0,0.0,1.0,1.0,13,0,0,0,24
23602,0.0,0.0,1.0,1.0,14,2,2,1,27
4359,2.0,1.0,1.0,1.0,0,1,0,2,74
1007,6.0,1.0,1.0,1.0,1,0,2,0,119
13062,0.0,1.0,1.0,1.0,4,1,0,0,55
11951,0.0,0.0,1.0,1.0,8,0,1,0,57
23877,0.0,0.0,1.0,1.0,0,0,0,1,27
23047,0.0,1.0,1.0,1.0,0,0,0,0,28
8381,0.0,0.0,1.0,1.0,11,0,3,1,59
24762,5.0,1.0,1.0,1.0,1,2,3,1,27
4557,0.0,1.0,1.0,1.0,10,0,0,0,71
27097,0.0,0.0,1.0,1.0,3,0,0,1,23
30045,0.0,0.0,1.0,1.0,0,1,2,0,20
2647,0.0,1.0,0.0,0.0,0,1,2,1,118
35362,6.0,1.0,1.0,1.0,0,2,0,1,14
3911,0.0,0.0,1.0,0.0,4,0,1,0,75
6221,0.0,0.0,1.0,1.0,2,1,0,2,60
27408,9.0,1.0,1.0,1.0,0,0,1,0,22
19877,7.0,1.0,1.0,1.0,2,0,0,0,29
20457,1.0,1.0,1.0,1.0,1,2,0,1,29
2199,1.0,1.0,1.0,1.0,4,0,1,0,118
32038,1.0,1.0,1.0,1.0,0,2,0,1,18
32094,3.0,1.0,1.0,0.0,0,1,0,0,18
22551,7.0,1.0,1.0,1.0,3,0,1,0,28
2489,0.0,1.0,0.0,0.0,2,0,1,0,118
26157,0.0,0.0,1.0,1.0,1,0,1,1,25
24009,5.0,1.0,1.0,1.0,0,2,3,1,27
6091,0.0,1.0,1.0,1.0,13,0,0,0,60
14585,0.0,0.0,1.0,0.0,0,2,3,0,52
31264,0.0,0.0,1.0,1.0,3,1,0,0,19
10613,4.0,1.0,1.0,1.0,7,0,0,0,59
23846,3.0,0.0,1.0,1.0,0,2,0,1,27
9364,1.0,1.0,1.0,1.0,3,1,1,2,59
14618,0.0,0.0,1.0,0.0,0,0,1,1,52
33598,0.0,0.0,1.0,1.0,1,2,0,0,15
25098,6.0,1.0,1.0,0.0,0,1,1,2,26
30546,1.0,1.0,1.0,1.0,1,2,0,1,19
17990,11.0,1.0,1.0,1.0,0,2,0,0,36
15191,0.0,0.0,1.0,1.0,0,2,2,0,51
930,0.0,1.0,0.0,0.0,0,0,2,2,119
33222,1.0,0.0,1.0,1.0,0,2,0,1,16
27815,7.0,1.0,1.0,1.0,15,0,0,2,22
1237,6.0,1.0,1.0,1.0,0,0,2,0,119
30916,0.0,0.0,1.0,1.0,4,2,0,0,19
28952,9.0,1.0,1.0,1.0,0,0,0,1,21
15816,3.0,1.0,1.0,1.0,0,2,3,1,48
14878,0.0,1.0,1.0,0.0,0,0,1,2,52
4792,1.0,1.0,1.0,1.0,1,2,2,0,68
22339,2.0,0.0,1.0,1.0,1,2,1,0,28
29894,1.0,0.0,1.0,1.0,0,0,2,0,20
10436,0.0,0.0,1.0,0.0,0,2,0,1,59
14578,0.0,0.0,1.0,1.0,1,2,2,1,52
12164,11.0,1.0,1.0,1.0,8,1,1,0,57
25403,0.0,0.0,1.0,1.0,1,2,0,0,26
9316,0.0,0.0,1.0,1.0,0,0,0,0,59
28734,1.0,1.0,1.0,1.0,0,0,0,0,21
17832,1.0,1.0,1.0,1.0,0,2,0,0,38
20404,9.0,1.0,1.0,1.0,0,0,1,0,29
30514,13.0,0.0,1.0,1.0,4,0,0,2,19
2153,0.0,1.0,0.0,0.0,7,0,0,2,118
23270,0.0,0.0,1.0,1.0,11,0,1,0,28
3562,0.0,0.0,1.0,1.0,1,0,1,1,75
14527,0.0,0.0,1.0,0.0,0,0,0,0,52
19154,0.0,1.0,1.0,1.0,4,0,1,0,29
1086,0.0,1.0,0.0,0.0,0,1,2,0,119
8786,0.0,0.0,1.0,1.0,0,0,1,0,59
3449,0.0,1.0,0.0,0.0,4,0,0,0,87
635,2.0,1.0,1.0,1.0,3,1,0,2,133
6126,0.0,0.0,1.0,0.0,1,0,0,1,60
22932,19.0,0.0,1.0,1.0,1,2,0,0,28
26408,4.0,1.0,1.0,1.0,0,0,0,1,25
658,0.0,1.0,0.0,0.0,4,2,3,1,133
3732,0.0,1.0,1.0,1.0,1,1,0,0,75
12836,0.0,0.0,1.0,1.0,7,1,0,2,55
10746,22.0,1.0,1.0,1.0,0,1,0,2,58
20035,0.0,0.0,1.0,1.0,1,2,0,0,29
4547,8.0,1.0,1.0,1.0,0,0,1,2,71
3575,17.0,0.0,1.0,1.0,11,2,1,1,75
28256,13.0,1.0,1.0,0.0,1,0,0,1,21
7164,0.0,0.0,1.0,0.0,5,2,3,0,60
29425,0.0,0.0,1.0,1.0,4,1,0,3,20
17294,8.0,0.0,1.0,1.0,7,0,1,1,41
5733,0.0,0.0,1.0,1.0,1,1,3,1,60
3019,0.0,0.0,0.0,0.0,0,0,3,2,112
6530,0.0,0.0,1.0,1.0,0,2,1,2,60
21627,0.0,1.0,1.0,1.0,14,2,0,1,28
11811,0.0,0.0,1.0,1.0,0,1,0,0,57
7945,0.0,1.0,1.0,1.0,14,1,0,0,60
8317,0.0,1.0,1.0,1.0,1,0,1,0,59
954,0.0,0.0,0.0,0.0,3,2,0,1,119
3406,0.0,1.0,0.0,0.0,5,2,0,1,96
10267,0.0,0.0,1.0,1.0,1,0,0,1,59
23004,0.0,0.0,1.0,1.0,4,2,0,1,28
23785,0.0,1.0,1.0,0.0,8,1,3,2,27
33131,1.0,1.0,1.0,1.0,1,2,0,0,16
13441,4.0,0.0,1.0,1.0,13,0,2,0,53
34062,13.0,1.0,1.0,0.0,1,0,2,0,15
29086,0.0,0.0,1.0,1.0,1,0,1,2,21
4669,1.0,1.0,1.0,1.0,13,0,1,2,69
26031,13.0,1.0,1.0,1.0,3,2,0,1,25
33684,0.0,0.0,1.0,1.0,0,0,0,1,15
27813,0.0,1.0,1.0,1.0,8,2,1,1,22
4369,0.0,1.0,1.0,1.0,2,0,0,0,74
15777,0.0,0.0,1.0,1.0,0,2,0,0,48
33283,0.0,0.0,1.0,1.0,8,2,0,1,16
10102,0.0,0.0,1.0,1.0,0,1,1,0,59
14169,0.0,0.0,1.0,0.0,0,0,2,0,53
17860,2.0,0.0,1.0,1.0,0,0,0,3,37
23180,27.0,1.0,1.0,1.0,0,0,1,1,28
29497,3.0,1.0,1.0,0.0,6,0,0,0,20
27545,0.0,0.0,1.0,1.0,0,2,1,0,22
4624,0.0,0.0,1.0,1.0,0,0,0,2,70
23573,0.0,1.0,1.0,1.0,0,0,0,1,27
35354,0.0,1.0,1.0,1.0,4,0,0,0,14
20240,3.0,1.0,1.0,1.0,0,1,3,2,29
7000,0.0,0.0,1.0,1.0,12,0,2,2,60
17465,0.0,1.0,1.0,1.0,0,1,0,2,41
4727,0.0,1.0,1.0,0.0,13,1,3,0,68
22615,0.0,0.0,1.0,1.0,0,1,2,0,28
33916,1.0,1.0,1.0,1.0,0,0,1,2,15
13133,0.0,1.0,1.0,1.0,0,0,0,1,54
27880,9.0,0.0,1.0,1.0,4,0,0,2,22
27423,2.0,0.0,1.0,1.0,0,0,0,0,22
7742,9.0,1.0,1.0,1.0,0,2,0,1,60
5540,0.0,0.0,1.0,1.0,4,1,1,2,60
30251,20.0,1.0,1.0,1.0,5,1,0,1,19
18011,2.0,0.0,1.0,1.0,0,0,1,2,35
17694,7.0,1.0,1.0,1.0,0,2,1,0,40
31731,18.0,1.0,1.0,1.0,1,2,1,0,18
19612,0.0,0.0,1.0,1.0,11,2,2,0,29
18717,0.0,0.0,1.0,1.0,13,0,2,0,29
23028,1.0,0.0,1.0,1.0,1,1,0,2,28
9772,0.0,0.0,1.0,1.0,7,1,3,2,59
35317,2.0,1.0,1.0,1.0,0,1,3,2,14
24592,0.0,0.0,1.0,1.0,7,0,0,0,27
1829,0.0,1.0,0.0,0.0,2,0,1,1,119
11276,11.0,1.0,1.0,1.0,0,2,1,0,58
22920,0.0,0.0,1.0,1.0,0,0,0,0,28
25956,0.0,0.0,1.0,1.0,0,0,1,0,25
2938,0.0,1.0,0.0,0.0,8,0,0,0,114
34001,17.0,1.0,1.0,1.0,0,2,1,1,15
